name,station_id,latitude,longitude,capacity
PG. DE LLUíS COMPANYS (ARC DE TRIOMF),418,41.391062,2.1801142000000002,27
PG.DE LLUíS COMPANYS (ARC DE TRIOMF),419,41.391313,2.1808391,32
"C/ VALLESPIR, 13",421,41.378118,2.1378667,25
"C/ JORDI GIRONA, 29",422,41.3881175,2.1154135,28
"C/ HONDURAS, 32-34",423,41.4202459,2.1894852,32
PG. MARÍTIM DE LA BARCELONETA,424,41.3795862,2.1925198,27
"C/ DE CERVELLÓ, 5",425,41.3765618,2.1748621,24
"C/ DE RIBES, 59 B",426,41.39828,2.1830315,32
"C/ DE SANT PAU, 119/ RONDA SANT PAU",427,41.3754047,2.1680021,26
"C/ PUJADES, 103",428,41.3983902,2.1960799,27
"C/ GRAN CAPITÀ, 9",429,41.3881262,2.1091535,28
"C/ ALFAMBRA, 2 | AV. DIAGONAL",430,41.385641,2.113096,28
"AV. JOAN XXIII, 17",431,41.383467,2.122175,20
"C/ MARTÍ I FRANQUÈS, 1",432,41.3847061,2.1170751,28
"C/ JOHN MAYNARD KEYNES, 2 | AV. DIAGONAL",433,41.3862258,2.1168609,30
"C/ ROGER, 24",434,41.3767538,2.1269152,26
"AV. DOCTOR MARAÑON, 25 | C/ PAU GARGALLO",435,41.383585,2.112186,28
"PG. ZONA FRANCA, 54",436,41.3545425,2.1433038,19
"PG. ZONA FRANCA, 9",437,41.3513237,2.1450958,36
"C/ NÀPOLS, 183",438,41.3981669,2.1754896,27
"RBLA. BADAL, 73 | C/ CONSTITUCIÓ",439,41.3685394,2.1328403,18
"C/ SELVA DE MAR, 230",440,41.417694,2.1976864,27
"C/ WATT, 2",441,41.3754426,2.1398409,18
"C/ MINERIA, 30",442,41.3649272,2.138599,18
"C/ CASANOVA, 139",443,41.3887127,2.1542277,32
"C/ LLEIDA, 40",444,41.3717304,2.1554047,27
"C/ VILAMARÍ, 2",445,41.3755016,2.154004,24
"PG. JOAN DE BORBÓ, 42",446,41.3779974,2.1884228,15
"C/ ALMOGÀVERS, 63",447,41.3943033,2.1860256,27
"C/ RAMÓN TURRÓ, 160",448,41.3972809,2.1997869,27
"C/ BOLIVIA, 120",449,41.4058109,2.1949461,26
"C/ CRISTOBAL DE MOURA, 84",450,41.410712,2.2061691,27
"C/ PALLARS, 504",451,41.4140598,2.2150487,24
"GRAN VIA DE LES CORTS CATALANES, 1157 (D)",452,41.4194972,2.20934,53
"C/ SARDENYA, 402",454,41.4072349,2.1684799,27
"C/ PROVENÇA, 595",455,41.4105848,2.1826833,21
"C/ MÚRCIA, 1",456,41.4143392,2.1874539,20
"C/ GRANADELLA, 10-19 | C/ SAS",457,41.4383117,2.2039823,18
"C/ TUCUMÁN, 21",458,41.4457962,2.2010422,24
"PG. SANTA COLOMA, 105",459,41.4479402,2.1976757,27
"C/ MIREIA, 28",460,41.4513863,2.1894717,15
"AV. RIO DE JANEIRO, 118",461,41.442489,2.185727,28
"C/ PALAMÓS, 33",462,41.446923,2.184857,28
"C/ PEDROSA, 24",463,41.4490679,2.1833801,23
"AV. RIO DE JANEIRO, 96",464,41.439692,2.182335,24
"C/ ROSSELLÓ, 261",465,41.3954094,2.1599427,27
"C/ PABLO IGLESIAS, 21",466,41.443387,2.1813051,30
PL. JESÚS CARRASCO,467,41.4450463,2.176726,20
"C/ NOU BARRIS, 23",468,41.4480464,2.1775154,18
"C/ SANT FRANCESC XAVIER, 1",469,41.4417001,2.1781553,18
"C/ GÒNGORA, 23",470,41.4432762,2.1746238,24
"PG. VALLDAURA, 171",471,41.4389014,2.1715576,24
"VIA FAVÈNCIA, 186",472,41.4427374,2.170393,24
"PG. FABRA I PUIG, 449",473,41.4388644,2.1657506,31
"VIA FAVÈNCIA, 47",474,41.4418604,2.1664224,24
"C/ CAMPO FLORIDO, 66",475,41.4216738,2.1799878,19
"C/ PERIODISTES, 9",476,41.422037,2.174401,18
"C/ AMILCAR, 78",477,41.4260751,2.1722534,26
"C/ ESCULTOR LLIMONA, 7",478,41.4276076,2.1697582,30
"PG. FABRA I PUIG, 344",479,41.430623,2.1671068,18
"PG. FABRA I PUIG, 385",480,41.4333259,2.1629258,28
"PG. FABRA I PUIG, 411",481,41.4357978,2.163872,27
"PG. UNIVERSAL, 29 | C/ DOCTOR LETAMENDI",482,41.4372022,2.1620235,24
"C/ LISBOA, 1",483,41.42961,2.15958,21
"C/ EDUARD TODA, 33 | C/ DOCTOR LETAMENDI",484,41.4345997,2.1585268,27
"PG. VALLDAURA, 26",485,41.4374904,2.1565742,27
"C/ PORTO, 35 | AV. ESTATUT DE CATALUNYA",486,41.4306102,2.1564551,28
"C/ LISBOA, 128",487,41.4267638,2.1521909,27
"AV. CAN MARCET, 36",488,41.4347859,2.147904,27
"C/ JORGE MANRIQUE, 15",489,41.4312335,2.1499103,27
"PG. VALL D'HEBRÓN, 168",490,41.4280668,2.1443777,49
"C/ PARE MARIANA, 24",491,41.4306689,2.1456449,27
PL. TETUAN,492,41.3943454,2.1751709,24
"PG. VALL D'HEBRÓN, 80",493,41.419965,2.1401823,24
RAMBLA CATALUNYA/DIPUTACIO,494,41.3896967,2.1652199,23
"C/ DIPUTACIÓ, 22",495,41.377846,2.150523,20
"C/ PROVENÇA,  445",496,41.4048623,2.174799,18
"PTGE. MALUQUER, 16",497,41.4095489,2.1360313,26
"C/ ESTEVE TERRADAS, 42",498,41.4144967,2.1402433,26
"AV. VALLCARCA, 196",499,41.4160558,2.1421504,27
"AV. VALLCARCA, 108",500,41.4119568,2.1447518,27
"C/ ELISA, 1",501,41.4052698,2.1420204,16
"AV. VALLCARCA, 11",502,41.4074444,2.1492066,19
"C/ MAIGNON, 31-41",503,41.4095926,2.1524953,30
"C/ MASSENS, 76",504,41.4092333,2.1557747,28
"C/ CAMÈLIES, 78",505,41.4145614,2.1658677,27
"C/ GARRIGA I ROCA, 2",506,41.4191957,2.1718497,15
"C/ SARDENYA, 494",507,41.4107641,2.1640965,24
"C/ SARDENYA, 465",508,41.4090922,2.1656378,27
"C/ GRAN DE GRÀCIA, 37",510,41.398915099999996,2.1564253,27
"C/ GRAN DE GRÀCIA, 91",511,41.4006862,2.1543317,20
"C/ D'ALACANT, 12",512,41.4000778,2.1326911,27
"VIA AUGUSTA, 317",513,41.399017,2.124329,28
"C/ ARAGÓ, 614",514,41.4095069,2.1885054999999998,18
"C/ SANT ADRIÀ, 43",515,41.4352071,2.1948002,24
"C/ SANT ADRIÀ, 88",516,41.4354601,2.2001569,21
"AV. RASOS DE PEGUERA, 10",517,41.462095,2.178959,20
"C/ LLOBREGÓS, 115",518,41.4246885,2.1570492,27
"C/ PEDRELL, 52",519,41.4246548,2.166289,24
