name,latitude,longitude,type,geometry
Lima - Ciutat d'Asunción,41.439198,2.200792,"{'typepoint': {'type': 'Point', 'coordinates': [41.439198, 2.200792]}}",POINT (2.200792 41.439198)
Pg Vall d'Hebron - Av de Vallcarca,41.418432,2.139415,"{'typepoint': {'type': 'Point', 'coordinates': [41.418432, 2.139415]}}",POINT (2.139415 41.418432)
Pg Vall d'Hebron - Velòdrom,41.43719,2.149735,"{'typepoint': {'type': 'Point', 'coordinates': [41.43719, 2.149735]}}",POINT (2.149735 41.43719)
Santaló - Plató,41.399791,2.140717,"{'typepoint': {'type': 'Point', 'coordinates': [41.399791, 2.140717]}}",POINT (2.140717 41.399791)
Pl d'Adrià,41.400995,2.13924,"{'typepoint': {'type': 'Point', 'coordinates': [41.400995, 2.13924]}}",POINT (2.13924 41.400995)
Muntaner - Pl Bonanova,41.405792,2.13417,"{'typepoint': {'type': 'Point', 'coordinates': [41.405792, 2.13417]}}",POINT (2.13417 41.405792)
Muntaner - Mitre,41.403055,2.13754,"{'typepoint': {'type': 'Point', 'coordinates': [41.403055, 2.13754]}}",POINT (2.13754 41.403055)
Pg Vall d'Hebron - Av Can Marcet,41.435625,2.148345,"{'typepoint': {'type': 'Point', 'coordinates': [41.435625, 2.148345]}}",POINT (2.148345 41.435625)
Campoamor - Rectoria,41.432919,2.158051,"{'typepoint': {'type': 'Point', 'coordinates': [41.432919, 2.158051]}}",POINT (2.158051 41.432919)
Cantàbria - Pl del Ram de l'Aigua,41.42001,2.201162,"{'typepoint': {'type': 'Point', 'coordinates': [41.42001, 2.201162]}}",POINT (2.201162 41.42001)
Cantàbria - Menorca,41.421558,2.198677,"{'typepoint': {'type': 'Point', 'coordinates': [41.421558, 2.198677]}}",POINT (2.198677 41.421558)
Bac de Roda - Rambla de Guipúscoa,41.414991,2.194212,"{'typepoint': {'type': 'Point', 'coordinates': [41.414991, 2.194212]}}",POINT (2.194212 41.414991)
Pg Bonanova,41.399969,2.123345,"{'typepoint': {'type': 'Point', 'coordinates': [41.399969, 2.123345]}}",POINT (2.123345 41.399969)
Palamós - Sa Tuna,41.451491,2.187607,"{'typepoint': {'type': 'Point', 'coordinates': [41.451491, 2.187607]}}",POINT (2.187607 41.451491)
Palamós - Plaça de l'Aigua,41.451128,2.187399,"{'typepoint': {'type': 'Point', 'coordinates': [41.451128, 2.187399]}}",POINT (2.187399 41.451128)
Av Mare de Déu de Montserrat - La Bisbal,41.417988,2.171696,"{'typepoint': {'type': 'Point', 'coordinates': [41.417988, 2.171696]}}",POINT (2.171696 41.417988)
Londres - Calàbria,41.388473,2.144036,"{'typepoint': {'type': 'Point', 'coordinates': [41.388473, 2.144036]}}",POINT (2.144036 41.388473)
París - Josep Tarradellas,41.385991,2.14319,"{'typepoint': {'type': 'Point', 'coordinates': [41.385991, 2.14319]}}",POINT (2.14319 41.385991)
Numància - Berlín,41.382759,2.139451,"{'typepoint': {'type': 'Point', 'coordinates': [41.382759, 2.139451]}}",POINT (2.139451 41.382759)
Av de Sarrià - Josep Tarradellas,41.390403,2.144807,"{'typepoint': {'type': 'Point', 'coordinates': [41.390403, 2.144807]}}",POINT (2.144807 41.390403)
Pg de Sant Joan - Indústria,41.402752,2.16476,"{'typepoint': {'type': 'Point', 'coordinates': [41.402752, 2.16476]}}",POINT (2.16476 41.402752)
Lepant - Sant Antoni Maria Claret,41.408205,2.17157,"{'typepoint': {'type': 'Point', 'coordinates': [41.408205, 2.17157]}}",POINT (2.17157 41.408205)
Dos de Maig - Sant Antoni Maria Claret,41.41157,2.175979,"{'typepoint': {'type': 'Point', 'coordinates': [41.41157, 2.175979]}}",POINT (2.175979 41.41157)
Gran de Sant Andreu - Fabra i Puig,41.429327,2.189993,"{'typepoint': {'type': 'Point', 'coordinates': [41.429327, 2.189993]}}",POINT (2.189993 41.429327)
Pg Maragall - Mossèn Josep  Bundó,41.427368,2.168142,"{'typepoint': {'type': 'Point', 'coordinates': [41.427368, 2.168142]}}",POINT (2.168142 41.427368)
Pl Catalana - Mascaró,41.421847,2.173151,"{'typepoint': {'type': 'Point', 'coordinates': [41.421847, 2.173151]}}",POINT (2.173151 41.421847)
Mercat Mare de Déu de la Mercè,41.430276,2.173212,"{'typepoint': {'type': 'Point', 'coordinates': [41.430276, 2.173212]}}",POINT (2.173212 41.430276)
Pg Maragall - Amílcar,41.426275,2.172963,"{'typepoint': {'type': 'Point', 'coordinates': [41.426275, 2.172963]}}",POINT (2.172963 41.426275)
Av Miramar - Fundació Joan Miró,41.36777,2.159774,"{'typepoint': {'type': 'Point', 'coordinates': [41.36777, 2.159774]}}",POINT (2.159774 41.36777)
Av Miramar - Estació del Funicular,41.368876,2.162943,"{'typepoint': {'type': 'Point', 'coordinates': [41.368876, 2.162943]}}",POINT (2.162943 41.368876)
Av Miramar - Escoles del Bosc,41.368937,2.161944,"{'typepoint': {'type': 'Point', 'coordinates': [41.368937, 2.161944]}}",POINT (2.161944 41.368937)
Fundació Joan Miró - Pl Neptú,41.367861,2.159631,"{'typepoint': {'type': 'Point', 'coordinates': [41.367861, 2.159631]}}",POINT (2.159631 41.367861)
Marina - Pl dels Voluntaris,41.388373,2.195587,"{'typepoint': {'type': 'Point', 'coordinates': [41.388373, 2.195587]}}",POINT (2.195587 41.388373)
Via Laietana - Correus,41.382449,2.18061,"{'typepoint': {'type': 'Point', 'coordinates': [41.382449, 2.18061]}}",POINT (2.18061 41.382449)
Av Jordà - Idumea,41.426647,2.138919,"{'typepoint': {'type': 'Point', 'coordinates': [41.426647, 2.138919]}}",POINT (2.138919 41.426647)
Cementiri de l'Est,41.394427,2.201577,"{'typepoint': {'type': 'Point', 'coordinates': [41.394427, 2.201577]}}",POINT (2.201577 41.394427)
Natzaret - Lledoner,41.425867,2.136233,"{'typepoint': {'type': 'Point', 'coordinates': [41.425867, 2.136233]}}",POINT (2.136233 41.425867)
Pl Sant Agustí,41.35784,2.155914,"{'typepoint': {'type': 'Point', 'coordinates': [41.35784, 2.155914]}}",POINT (2.155914 41.35784)
Via Santa Eulàlia - Rda Litoral,41.353126,2.154527,"{'typepoint': {'type': 'Point', 'coordinates': [41.353126, 2.154527]}}",POINT (2.154527 41.353126)
Pl de l'Esperança,41.353856,2.156254,"{'typepoint': {'type': 'Point', 'coordinates': [41.353856, 2.156254]}}",POINT (2.156254 41.353856)
Pl de la Caritat,41.355256,2.154673,"{'typepoint': {'type': 'Point', 'coordinates': [41.355256, 2.154673]}}",POINT (2.154673 41.355256)
Pl Sant Rafael,41.355068,2.153848,"{'typepoint': {'type': 'Point', 'coordinates': [41.355068, 2.153848]}}",POINT (2.153848 41.355068)
Pl Sant Francesc,41.356428,2.1577,"{'typepoint': {'type': 'Point', 'coordinates': [41.356428, 2.1577]}}",POINT (2.1577 41.356428)
Via Sant Jordi - Via Sant Sever,41.355329,2.157999,"{'typepoint': {'type': 'Point', 'coordinates': [41.355329, 2.157999]}}",POINT (2.157999 41.355329)
Via Sant Jaume - Via Santíssima Trinitat,41.356268,2.15474,"{'typepoint': {'type': 'Point', 'coordinates': [41.356268, 2.15474]}}",POINT (2.15474 41.356268)
Via Santíssima Trinitat,41.356205,2.152034,"{'typepoint': {'type': 'Point', 'coordinates': [41.356205, 2.152034]}}",POINT (2.152034 41.356205)
Via Santíssima Trinitat - Pl Sant Agustí,41.356881,2.154374,"{'typepoint': {'type': 'Point', 'coordinates': [41.356881, 2.154374]}}",POINT (2.154374 41.356881)
Via Sant Antoni Abat - Via Santíssima Trinitat,41.355557,2.151379,"{'typepoint': {'type': 'Point', 'coordinates': [41.355557, 2.151379]}}",POINT (2.151379 41.355557)
Via Sant Jaume,41.3557,2.153218,"{'typepoint': {'type': 'Point', 'coordinates': [41.3557, 2.153218]}}",POINT (2.153218 41.3557)
Via Sant Francesc,41.354725,2.153538,"{'typepoint': {'type': 'Point', 'coordinates': [41.354725, 2.153538]}}",POINT (2.153538 41.354725)
Pallars - Zamora,41.395974,2.190915,"{'typepoint': {'type': 'Point', 'coordinates': [41.395974, 2.190915]}}",POINT (2.190915 41.395974)
Av Icària - Joan Miró,41.390423,2.196311,"{'typepoint': {'type': 'Point', 'coordinates': [41.390423, 2.196311]}}",POINT (2.196311 41.390423)
Benet Mateu - Manuel de Falla,41.393853,2.12624,"{'typepoint': {'type': 'Point', 'coordinates': [41.393853, 2.12624]}}",POINT (2.12624 41.393853)
Pg Calvell - Rambla del Poblenou,41.397447,2.206519,"{'typepoint': {'type': 'Point', 'coordinates': [41.397447, 2.206519]}}",POINT (2.206519 41.397447)
Els Vergós,41.397076,2.127003,"{'typepoint': {'type': 'Point', 'coordinates': [41.397076, 2.127003]}}",POINT (2.127003 41.397076)
Pl Artós,41.395547,2.125619,"{'typepoint': {'type': 'Point', 'coordinates': [41.395547, 2.125619]}}",POINT (2.125619 41.395547)
Ronda Sant Antoni - Pl Goya,41.383044,2.163775,"{'typepoint': {'type': 'Point', 'coordinates': [41.383044, 2.163775]}}",POINT (2.163775 41.383044)
Parc de la Vall d'Hebron,41.431312,2.145728,"{'typepoint': {'type': 'Point', 'coordinates': [41.431312, 2.145728]}}",POINT (2.145728 41.431312)
Meridiana - Josep Estivill,41.416295,2.187072,"{'typepoint': {'type': 'Point', 'coordinates': [41.416295, 2.187072]}}",POINT (2.187072 41.416295)
Sants - Badal,41.375418,2.13188,"{'typepoint': {'type': 'Point', 'coordinates': [41.375418, 2.13188]}}",POINT (2.13188 41.375418)
Pl de Sants,41.375368,2.134317,"{'typepoint': {'type': 'Point', 'coordinates': [41.375368, 2.134317]}}",POINT (2.134317 41.375368)
Les Corts - Carles III,41.382732,2.128836,"{'typepoint': {'type': 'Point', 'coordinates': [41.382732, 2.128836]}}",POINT (2.128836 41.382732)
Av Pedralbes - Cavallers,41.392903,2.115193,"{'typepoint': {'type': 'Point', 'coordinates': [41.392903, 2.115193]}}",POINT (2.115193 41.392903)
Av de l'Exèrcit - Trias i Giró,41.385674,2.11118,"{'typepoint': {'type': 'Point', 'coordinates': [41.385674, 2.11118]}}",POINT (2.11118 41.385674)
CAP Vallcarca,41.415485,2.142255,"{'typepoint': {'type': 'Point', 'coordinates': [41.415485, 2.142255]}}",POINT (2.142255 41.415485)
Gran Via - Bilbao,41.409605,2.194869,"{'typepoint': {'type': 'Point', 'coordinates': [41.409605, 2.194869]}}",POINT (2.194869 41.409605)
Gran Via - Selva de Mar,41.413669,2.200884,"{'typepoint': {'type': 'Point', 'coordinates': [41.413669, 2.200884]}}",POINT (2.200884 41.413669)
Pg de Josep Carner - Jardins de Walter Benjamin,41.373072,2.175363,"{'typepoint': {'type': 'Point', 'coordinates': [41.373072, 2.175363]}}",POINT (2.175363 41.373072)
Pg de Josep Carner - Pg de Montjuïc,41.371453,2.174319,"{'typepoint': {'type': 'Point', 'coordinates': [41.371453, 2.174319]}}",POINT (2.174319 41.371453)
Paral·lel - Cabanes,41.374794,2.170635,"{'typepoint': {'type': 'Point', 'coordinates': [41.374794, 2.170635]}}",POINT (2.170635 41.374794)
Paral·lel - Drassanes,41.374513,2.174799,"{'typepoint': {'type': 'Point', 'coordinates': [41.374513, 2.174799]}}",POINT (2.174799 41.374513)
Mina de la Ciutat - Les Torres,41.447356,2.174268,"{'typepoint': {'type': 'Point', 'coordinates': [41.447356, 2.174268]}}",POINT (2.174268 41.447356)
CAP Horta,41.429139,2.157599,"{'typepoint': {'type': 'Point', 'coordinates': [41.429139, 2.157599]}}",POINT (2.157599 41.429139)
Pg Torras i Bages - Els Segadors,41.436976,2.191278,"{'typepoint': {'type': 'Point', 'coordinates': [41.436976, 2.191278]}}",POINT (2.191278 41.436976)
Hospital Sant Rafael,41.42516,2.140704,"{'typepoint': {'type': 'Point', 'coordinates': [41.42516, 2.140704]}}",POINT (2.140704 41.42516)
Escola Oficial d'Idiomes Vall d'Hebron,41.426617,2.138543,"{'typepoint': {'type': 'Point', 'coordinates': [41.426617, 2.138543]}}",POINT (2.138543 41.426617)
Centre Cívic Casa Groga,41.427023,2.136988,"{'typepoint': {'type': 'Point', 'coordinates': [41.427023, 2.136988]}}",POINT (2.136988 41.427023)
Felip II - Meridiana,41.421117,2.186077,"{'typepoint': {'type': 'Point', 'coordinates': [41.421117, 2.186077]}}",POINT (2.186077 41.421117)
Santa Rosalia - Castellbisbal,41.420754,2.14373,"{'typepoint': {'type': 'Point', 'coordinates': [41.420754, 2.14373]}}",POINT (2.14373 41.420754)
Aiguablava - Pedrosa,41.448923,2.182143,"{'typepoint': {'type': 'Point', 'coordinates': [41.448923, 2.182143]}}",POINT (2.182143 41.448923)
Aiguablava - La Fosca,41.448396,2.181763,"{'typepoint': {'type': 'Point', 'coordinates': [41.448396, 2.181763]}}",POINT (2.181763 41.448396)
Pg Vall d'Hebron - L'Arrabassada,41.418623,2.139062,"{'typepoint': {'type': 'Point', 'coordinates': [41.418623, 2.139062]}}",POINT (2.139062 41.418623)
Pg Valldaura - Guineueta,41.439437,2.165384,"{'typepoint': {'type': 'Point', 'coordinates': [41.439437, 2.165384]}}",POINT (2.165384 41.439437)
Badal - Av Carrilet,41.366617,2.134608,"{'typepoint': {'type': 'Point', 'coordinates': [41.366617, 2.134608]}}",POINT (2.134608 41.366617)
Av d'Esplugues - González Tablas,41.387484,2.106661,"{'typepoint': {'type': 'Point', 'coordinates': [41.387484, 2.106661]}}",POINT (2.106661 41.387484)
Av d'Esplugues,41.389896,2.109146,"{'typepoint': {'type': 'Point', 'coordinates': [41.389896, 2.109146]}}",POINT (2.109146 41.389896)
Av d'Esplugues - Av Pearson,41.39332,2.112004,"{'typepoint': {'type': 'Point', 'coordinates': [41.39332, 2.112004]}}",POINT (2.112004 41.39332)
Bisbe Català - Pl de Pedralbes,41.396013,2.114281,"{'typepoint': {'type': 'Point', 'coordinates': [41.396013, 2.114281]}}",POINT (2.114281 41.396013)
Pl Pius XII,41.388116,2.121618,"{'typepoint': {'type': 'Point', 'coordinates': [41.388116, 2.121618]}}",POINT (2.121618 41.388116)
Diagonal - Pl Pius XII,41.387238,2.122615,"{'typepoint': {'type': 'Point', 'coordinates': [41.387238, 2.122615]}}",POINT (2.122615 41.387238)
Grècia - Pl del Nen de la Rutlla,41.419113,2.171447,"{'typepoint': {'type': 'Point', 'coordinates': [41.419113, 2.171447]}}",POINT (2.171447 41.419113)
Via Favència - Rambla Caçador,41.441477,2.167094,"{'typepoint': {'type': 'Point', 'coordinates': [41.441477, 2.167094]}}",POINT (2.167094 41.441477)
Paral·lel - Margarit,41.374866,2.164506,"{'typepoint': {'type': 'Point', 'coordinates': [41.374866, 2.164506]}}",POINT (2.164506 41.374866)
Doctor Pi i Molist - Pl Virrei Amat,41.430841,2.17462,"{'typepoint': {'type': 'Point', 'coordinates': [41.430841, 2.17462]}}",POINT (2.17462 41.430841)
Doctor Pi i Molist - Orduña,41.433421,2.173055,"{'typepoint': {'type': 'Point', 'coordinates': [41.433421, 2.173055]}}",POINT (2.173055 41.433421)
Gran Via - Vilamarí,41.377417,2.151919,"{'typepoint': {'type': 'Point', 'coordinates': [41.377417, 2.151919]}}",POINT (2.151919 41.377417)
Sepúlveda - Av Mistral,41.375683,2.152409,"{'typepoint': {'type': 'Point', 'coordinates': [41.375683, 2.152409]}}",POINT (2.152409 41.375683)
Av Roma - Tarragona,41.380472,2.143614,"{'typepoint': {'type': 'Point', 'coordinates': [41.380472, 2.143614]}}",POINT (2.143614 41.380472)
Av Sant Ramon Nonat - Cardenal Reig,41.377434,2.116446,"{'typepoint': {'type': 'Point', 'coordinates': [41.377434, 2.116446]}}",POINT (2.116446 41.377434)
Trafalgar - Bruc,41.389715,2.177001,"{'typepoint': {'type': 'Point', 'coordinates': [41.389715, 2.177001]}}",POINT (2.177001 41.389715)
Sant Antoni Maria Claret - Lepant,41.408312,2.1704,"{'typepoint': {'type': 'Point', 'coordinates': [41.408312, 2.1704]}}",POINT (2.1704 41.408312)
València - Lepant,41.403208,2.177417,"{'typepoint': {'type': 'Point', 'coordinates': [41.403208, 2.177417]}}",POINT (2.177417 41.403208)
Gran Via - Padilla,41.400556,2.182695,"{'typepoint': {'type': 'Point', 'coordinates': [41.400556, 2.182695]}}",POINT (2.182695 41.400556)
Escorial - Legalitat,41.407944,2.160791,"{'typepoint': {'type': 'Point', 'coordinates': [41.407944, 2.160791]}}",POINT (2.160791 41.407944)
Pl Espanya - Paral·lel,41.374905,2.150598,"{'typepoint': {'type': 'Point', 'coordinates': [41.374905, 2.150598]}}",POINT (2.150598 41.374905)
Pg de l'Exposició - Santa Madrona,41.370518,2.158591,"{'typepoint': {'type': 'Point', 'coordinates': [41.370518, 2.158591]}}",POINT (2.158591 41.370518)
Rambla del Carmel,41.42575,2.157562,"{'typepoint': {'type': 'Point', 'coordinates': [41.42575, 2.157562]}}",POINT (2.157562 41.42575)
Gran Via - Llacuna,41.406154,2.190895,"{'typepoint': {'type': 'Point', 'coordinates': [41.406154, 2.190895]}}",POINT (2.190895 41.406154)
Costa Pacheco - Font del Roure,41.428406,2.129634,"{'typepoint': {'type': 'Point', 'coordinates': [41.428406, 2.129634]}}",POINT (2.129634 41.428406)
Natzaret - Cànoves,41.427013,2.135451,"{'typepoint': {'type': 'Point', 'coordinates': [41.427013, 2.135451]}}",POINT (2.135451 41.427013)
Pg Verdum - Pl Jardins d'Alfàbia,41.436941,2.173484,"{'typepoint': {'type': 'Point', 'coordinates': [41.436941, 2.173484]}}",POINT (2.173484 41.436941)
Via Júlia - Font d'en Canyelles,41.440421,2.176253,"{'typepoint': {'type': 'Point', 'coordinates': [41.440421, 2.176253]}}",POINT (2.176253 41.440421)
Pg Valldaura - Font d'En Canyelles,41.439035,2.179162,"{'typepoint': {'type': 'Point', 'coordinates': [41.439035, 2.179162]}}",POINT (2.179162 41.439035)
Mercat de la Guineueta,41.438791,2.170002,"{'typepoint': {'type': 'Point', 'coordinates': [41.438791, 2.170002]}}",POINT (2.170002 41.438791)
Pg  Valldaura - Pg  de Verdum,41.438434,2.173495,"{'typepoint': {'type': 'Point', 'coordinates': [41.438434, 2.173495]}}",POINT (2.173495 41.438434)
Via Júlia - Pl Francesc Layret,41.442517,2.177866,"{'typepoint': {'type': 'Point', 'coordinates': [41.442517, 2.177866]}}",POINT (2.177866 41.442517)
Via Júlia - Ptge Quintana,41.445,2.178941,"{'typepoint': {'type': 'Point', 'coordinates': [41.445, 2.178941]}}",POINT (2.178941 41.445)
Via Favència - Almansa,41.444883,2.174626,"{'typepoint': {'type': 'Point', 'coordinates': [41.444883, 2.174626]}}",POINT (2.174626 41.444883)
Villarroel - Buenos Aires,41.392053,2.147597,"{'typepoint': {'type': 'Point', 'coordinates': [41.392053, 2.147597]}}",POINT (2.147597 41.392053)
Via Favència - Biblioteca Les Roquetes,41.445853,2.177482,"{'typepoint': {'type': 'Point', 'coordinates': [41.445853, 2.177482]}}",POINT (2.177482 41.445853)
Pg Valldaura - Escultor Ordóñez,41.438895,2.179271,"{'typepoint': {'type': 'Point', 'coordinates': [41.438895, 2.179271]}}",POINT (2.179271 41.438895)
Pg Verdum - Pl de la República,41.437756,2.174051,"{'typepoint': {'type': 'Point', 'coordinates': [41.437756, 2.174051]}}",POINT (2.174051 41.437756)
Metro Maragall,41.424518,2.176125,"{'typepoint': {'type': 'Point', 'coordinates': [41.424518, 2.176125]}}",POINT (2.176125 41.424518)
Diagonal - Av de Sarrià,41.391332,2.14031,"{'typepoint': {'type': 'Point', 'coordinates': [41.391332, 2.14031]}}",POINT (2.14031 41.391332)
Av Mare de Déu de Montserrat - Periodistes,41.421682,2.17412,"{'typepoint': {'type': 'Point', 'coordinates': [41.421682, 2.17412]}}",POINT (2.17412 41.421682)
Alt de Pedrell - Aguilar,41.425645,2.168777,"{'typepoint': {'type': 'Point', 'coordinates': [41.425645, 2.168777]}}",POINT (2.168777 41.425645)
Alt de Pedrell - Palautordera,41.426012,2.169578,"{'typepoint': {'type': 'Point', 'coordinates': [41.426012, 2.169578]}}",POINT (2.169578 41.426012)
Arc de Sant Martí - Camil Oliveras,41.423724,2.171801,"{'typepoint': {'type': 'Point', 'coordinates': [41.423724, 2.171801]}}",POINT (2.171801 41.423724)
Llull - Bilbao,41.401891,2.203431,"{'typepoint': {'type': 'Point', 'coordinates': [41.401891, 2.203431]}}",POINT (2.203431 41.401891)
Guipúscoa - Bilbao,41.412351,2.192044,"{'typepoint': {'type': 'Point', 'coordinates': [41.412351, 2.192044]}}",POINT (2.192044 41.412351)
Llull - Ciutat de Granada,41.398485,2.198913,"{'typepoint': {'type': 'Point', 'coordinates': [41.398485, 2.198913]}}",POINT (2.198913 41.398485)
Pujades - Àlaba,41.39615,2.193287,"{'typepoint': {'type': 'Point', 'coordinates': [41.39615, 2.193287]}}",POINT (2.193287 41.39615)
Bruc - Provença,41.397189,2.165626,"{'typepoint': {'type': 'Point', 'coordinates': [41.397189, 2.165626]}}",POINT (2.165626 41.397189)
Llúria - Mallorca,41.395576,2.165706,"{'typepoint': {'type': 'Point', 'coordinates': [41.395576, 2.165706]}}",POINT (2.165706 41.395576)
Aribau - Mallorca,41.389687,2.15771,"{'typepoint': {'type': 'Point', 'coordinates': [41.389687, 2.15771]}}",POINT (2.15771 41.389687)
Mercabarna,41.331174,2.115545,"{'typepoint': {'type': 'Point', 'coordinates': [41.331174, 2.115545]}}",POINT (2.115545 41.331174)
Carrer número 6 - Carrer F,41.324991,2.118123,"{'typepoint': {'type': 'Point', 'coordinates': [41.324991, 2.118123]}}",POINT (2.118123 41.324991)
Pg Mare de Déu del Coll - Ramon Rocafull,41.424836,2.152115,"{'typepoint': {'type': 'Point', 'coordinates': [41.424836, 2.152115]}}",POINT (2.152115 41.424836)
Vallcarca,41.413026,2.144371,"{'typepoint': {'type': 'Point', 'coordinates': [41.413026, 2.144371]}}",POINT (2.144371 41.413026)
Pg Mare de Déu del Coll - Cartago,41.415429,2.14638,"{'typepoint': {'type': 'Point', 'coordinates': [41.415429, 2.14638]}}",POINT (2.14638 41.415429)
Pg Mare de Déu del Coll - Baixada de Sant Marià,41.417832,2.147739,"{'typepoint': {'type': 'Point', 'coordinates': [41.417832, 2.147739]}}",POINT (2.147739 41.417832)
Pg Mare de Déu del Coll - Santuari,41.420149,2.149116,"{'typepoint': {'type': 'Point', 'coordinates': [41.420149, 2.149116]}}",POINT (2.149116 41.420149)
Pg Mare de Déu del Coll - Santuari,41.420074,2.148918,"{'typepoint': {'type': 'Point', 'coordinates': [41.420074, 2.148918]}}",POINT (2.148918 41.420074)
Pg Mare de Déu del Coll - Baixada Solanell,41.417603,2.147553,"{'typepoint': {'type': 'Point', 'coordinates': [41.417603, 2.147553]}}",POINT (2.147553 41.417603)
Pg Mare de Déu del Coll - Pl Flandes,41.415306,2.145924,"{'typepoint': {'type': 'Point', 'coordinates': [41.415306, 2.145924]}}",POINT (2.145924 41.415306)
Vallespir - Jardí de Magalí,41.383907,2.13399,"{'typepoint': {'type': 'Point', 'coordinates': [41.383907, 2.13399]}}",POINT (2.13399 41.383907)
Arizala - Av Madrid,41.376424,2.125104,"{'typepoint': {'type': 'Point', 'coordinates': [41.376424, 2.125104]}}",POINT (2.125104 41.376424)
Rambla del Brasil - Miquel Àngel,41.377325,2.130095,"{'typepoint': {'type': 'Point', 'coordinates': [41.377325, 2.130095]}}",POINT (2.130095 41.377325)
Carles III - Av Madrid,41.379788,2.128729,"{'typepoint': {'type': 'Point', 'coordinates': [41.379788, 2.128729]}}",POINT (2.128729 41.379788)
Sant Antoni Maria Claret - Rambla Volart,41.415269,2.179668,"{'typepoint': {'type': 'Point', 'coordinates': [41.415269, 2.179668]}}",POINT (2.179668 41.415269)
Pl Maragall - Navas de Tolosa,41.419794,2.181377,"{'typepoint': {'type': 'Point', 'coordinates': [41.419794, 2.181377]}}",POINT (2.181377 41.419794)
Jaume Puigvert - José Millán González,41.416119,2.16013,"{'typepoint': {'type': 'Point', 'coordinates': [41.416119, 2.16013]}}",POINT (2.16013 41.416119)
Doctor Ferran - Manuel Girona,41.390297,2.124085,"{'typepoint': {'type': 'Point', 'coordinates': [41.390297, 2.124085]}}",POINT (2.124085 41.390297)
Doctor Ferran - Doctor August Pi i Sunyer,41.390477,2.123836,"{'typepoint': {'type': 'Point', 'coordinates': [41.390477, 2.123836]}}",POINT (2.123836 41.390477)
Capità Arenas - Pg Manuel Girona,41.390835,2.125777,"{'typepoint': {'type': 'Point', 'coordinates': [41.390835, 2.125777]}}",POINT (2.125777 41.390835)
Pg  Zona Franca - Mineria,41.362303,2.13764,"{'typepoint': {'type': 'Point', 'coordinates': [41.362303, 2.13764]}}",POINT (2.13764 41.362303)
La Campana,41.367507,2.139298,"{'typepoint': {'type': 'Point', 'coordinates': [41.367507, 2.139298]}}",POINT (2.139298 41.367507)
Mallorca - Meridiana,41.412524,2.187359,"{'typepoint': {'type': 'Point', 'coordinates': [41.412524, 2.187359]}}",POINT (2.187359 41.412524)
Estació d'Autobusos Fabra i Puig,41.431628,2.183254,"{'typepoint': {'type': 'Point', 'coordinates': [41.431628, 2.183254]}}",POINT (2.183254 41.431628)
Fabra i Puig - Gran de Sant Andreu,41.430202,2.189156,"{'typepoint': {'type': 'Point', 'coordinates': [41.430202, 2.189156]}}",POINT (2.189156 41.430202)
Fabra i Puig - Llenguadoc,41.430251,2.185483,"{'typepoint': {'type': 'Point', 'coordinates': [41.430251, 2.185483]}}",POINT (2.185483 41.430251)
Escòcia,41.428619,2.179436,"{'typepoint': {'type': 'Point', 'coordinates': [41.428619, 2.179436]}}",POINT (2.179436 41.428619)
Ctra de Ribes - Meridiana,41.449459,2.189744,"{'typepoint': {'type': 'Point', 'coordinates': [41.449459, 2.189744]}}",POINT (2.189744 41.449459)
Av Rasos de Peguera - Meridiana,41.462148,2.179674,"{'typepoint': {'type': 'Point', 'coordinates': [41.462148, 2.179674]}}",POINT (2.179674 41.462148)
Ctra C-17 Estació de Torre Baró,41.460726,2.181445,"{'typepoint': {'type': 'Point', 'coordinates': [41.460726, 2.181445]}}",POINT (2.181445 41.460726)
Felip II - Palència,41.418413,2.189687,"{'typepoint': {'type': 'Point', 'coordinates': [41.418413, 2.189687]}}",POINT (2.189687 41.418413)
Consell de Cent - Meridiana,41.406595,2.18651,"{'typepoint': {'type': 'Point', 'coordinates': [41.406595, 2.18651]}}",POINT (2.18651 41.406595)
Meridiana - Pl de Mossèn Clapés,41.442337,2.186438,"{'typepoint': {'type': 'Point', 'coordinates': [41.442337, 2.186438]}}",POINT (2.186438 41.442337)
Av Sivatte - Ctra Nacional 152,41.463874,2.180784,"{'typepoint': {'type': 'Point', 'coordinates': [41.463874, 2.180784]}}",POINT (2.180784 41.463874)
Meridiana - Garbí,41.452108,2.188738,"{'typepoint': {'type': 'Point', 'coordinates': [41.452108, 2.188738]}}",POINT (2.188738 41.452108)
Metro Maresme - Fòrum,41.412181,2.216685,"{'typepoint': {'type': 'Point', 'coordinates': [41.412181, 2.216685]}}",POINT (2.216685 41.412181)
Gran Via - Maresme,41.417631,2.206185,"{'typepoint': {'type': 'Point', 'coordinates': [41.417631, 2.206185]}}",POINT (2.206185 41.417631)
Gran Via - Maresme,41.418658,2.206966,"{'typepoint': {'type': 'Point', 'coordinates': [41.418658, 2.206966]}}",POINT (2.206966 41.418658)
Pl Can Baró,41.416195,2.162288,"{'typepoint': {'type': 'Point', 'coordinates': [41.416195, 2.162288]}}",POINT (2.162288 41.416195)
La Campana,41.368296,2.140017,"{'typepoint': {'type': 'Point', 'coordinates': [41.368296, 2.140017]}}",POINT (2.140017 41.368296)
Pl Sanllehy,41.413941,2.160814,"{'typepoint': {'type': 'Point', 'coordinates': [41.413941, 2.160814]}}",POINT (2.160814 41.413941)
