name,latitude,longitude,type,geometry
Vèlia - Pl Garrigó,41.429057,2.180692,"{'typepoint': {'type': 'Point', 'coordinates': [41.429057, 2.180692]}}",POINT (2.180692 41.429057)
Rambla de Badal - Constitució,41.368248,2.132978,"{'typepoint': {'type': 'Point', 'coordinates': [41.368248, 2.132978]}}",POINT (2.132978 41.368248)
Francesc Cambó - Freixures,41.386054,2.1775,"{'typepoint': {'type': 'Point', 'coordinates': [41.386054, 2.1775]}}",POINT (2.1775 41.386054)
Placeta del Comerç,41.389981,2.180403,"{'typepoint': {'type': 'Point', 'coordinates': [41.389981, 2.180403]}}",POINT (2.180403 41.389981)
Pl Pons Clerch,41.386496,2.181858,"{'typepoint': {'type': 'Point', 'coordinates': [41.386496, 2.181858]}}",POINT (2.181858 41.386496)
Princesa - Montcada,41.385258,2.180294,"{'typepoint': {'type': 'Point', 'coordinates': [41.385258, 2.180294]}}",POINT (2.180294 41.385258)
Ample - Fusteria,41.381255,2.18057,"{'typepoint': {'type': 'Point', 'coordinates': [41.381255, 2.18057]}}",POINT (2.18057 41.381255)
Pl de la Mercè,41.379508,2.179321,"{'typepoint': {'type': 'Point', 'coordinates': [41.379508, 2.179321]}}",POINT (2.179321 41.379508)
Pl del Duc de Medinaceli,41.37835,2.178538,"{'typepoint': {'type': 'Point', 'coordinates': [41.37835, 2.178538]}}",POINT (2.178538 41.37835)
Torres i Amat - Ptge St Bernat,41.384417,2.164674,"{'typepoint': {'type': 'Point', 'coordinates': [41.384417, 2.164674]}}",POINT (2.164674 41.384417)
Mont d'Orsà - Pl Vallvidrera,41.412948,2.104229,"{'typepoint': {'type': 'Point', 'coordinates': [41.412948, 2.104229]}}",POINT (2.104229 41.412948)
Ronda de Dalt - Císter,41.413221,2.130465,"{'typepoint': {'type': 'Point', 'coordinates': [41.413221, 2.130465]}}",POINT (2.130465 41.413221)
Espronceda - Guipúscoa,41.414149,2.192836,"{'typepoint': {'type': 'Point', 'coordinates': [41.414149, 2.192836]}}",POINT (2.192836 41.414149)
Espronceda - Gran Via,41.4115,2.196362,"{'typepoint': {'type': 'Point', 'coordinates': [41.4115, 2.196362]}}",POINT (2.196362 41.4115)
Gran Via - St Martí Provençals,41.415806,2.203737,"{'typepoint': {'type': 'Point', 'coordinates': [41.415806, 2.203737]}}",POINT (2.203737 41.415806)
Beret - Teide,41.432141,2.16767,"{'typepoint': {'type': 'Point', 'coordinates': [41.432141, 2.16767]}}",POINT (2.16767 41.432141)
Cadi - Pg de la Peira,41.431762,2.16918,"{'typepoint': {'type': 'Point', 'coordinates': [41.431762, 2.16918]}}",POINT (2.16918 41.431762)
Constitució - Jocs Florals,41.369868,2.136601,"{'typepoint': {'type': 'Point', 'coordinates': [41.369868, 2.136601]}}",POINT (2.136601 41.369868)
Capella de Can Caralleu - Saüc,41.402323,2.10737,"{'typepoint': {'type': 'Point', 'coordinates': [41.402323, 2.10737]}}",POINT (2.10737 41.402323)
Camí de Lliçà,41.402363,2.106685,"{'typepoint': {'type': 'Point', 'coordinates': [41.402363, 2.106685]}}",POINT (2.106685 41.402363)
Tanatori de la Vall d'Hebron,41.440478,2.154804,"{'typepoint': {'type': 'Point', 'coordinates': [41.440478, 2.154804]}}",POINT (2.154804 41.440478)
Fastenrath - Arenys,41.42187,2.142898,"{'typepoint': {'type': 'Point', 'coordinates': [41.42187, 2.142898]}}",POINT (2.142898 41.42187)
Llobera,41.449991,2.17788,"{'typepoint': {'type': 'Point', 'coordinates': [41.449991, 2.17788]}}",POINT (2.17788 41.449991)
Rodrigo Caro - Llobera,41.449152,2.17453,"{'typepoint': {'type': 'Point', 'coordinates': [41.449152, 2.17453]}}",POINT (2.17453 41.449152)
Rodrigo Caro - Fornells,41.448484,2.173771,"{'typepoint': {'type': 'Point', 'coordinates': [41.448484, 2.173771]}}",POINT (2.173771 41.448484)
Rodrigo Caro - Ojeda,41.447733,2.173178,"{'typepoint': {'type': 'Point', 'coordinates': [41.447733, 2.173178]}}",POINT (2.173178 41.447733)
Cardenal Reig - Pisuerga,41.377172,2.114777,"{'typepoint': {'type': 'Point', 'coordinates': [41.377172, 2.114777]}}",POINT (2.114777 41.377172)
Aiguablava - Tamariu,41.450115,2.184057,"{'typepoint': {'type': 'Point', 'coordinates': [41.450115, 2.184057]}}",POINT (2.184057 41.450115)
Fastenrath - Llobregós,41.421636,2.1515,"{'typepoint': {'type': 'Point', 'coordinates': [41.421636, 2.1515]}}",POINT (2.1515 41.421636)
Mare de Déu de Port - Cantunis,41.352086,2.158289,"{'typepoint': {'type': 'Point', 'coordinates': [41.352086, 2.158289]}}",POINT (2.158289 41.352086)
Ricart - Paral·lel,41.374355,2.158264,"{'typepoint': {'type': 'Point', 'coordinates': [41.374355, 2.158264]}}",POINT (2.158264 41.374355)
Pl Pius XII - Av Pedralbes,41.387796,2.122521,"{'typepoint': {'type': 'Point', 'coordinates': [41.387796, 2.122521]}}",POINT (2.122521 41.387796)
Foc - Sot del Migdia,41.35997,2.150425,"{'typepoint': {'type': 'Point', 'coordinates': [41.35997, 2.150425]}}",POINT (2.150425 41.35997)
Palau Sant Jordi,41.361585,2.152954,"{'typepoint': {'type': 'Point', 'coordinates': [41.361585, 2.152954]}}",POINT (2.152954 41.361585)
Pedrera del Mussol - Marbre,41.361364,2.147852,"{'typepoint': {'type': 'Point', 'coordinates': [41.361364, 2.147852]}}",POINT (2.147852 41.361364)
Pg del Pi Forcat - Pg del Grèvol,41.42259,2.087255,"{'typepoint': {'type': 'Point', 'coordinates': [41.42259, 2.087255]}}",POINT (2.087255 41.42259)
Pg del Grèvol,41.421732,2.086604,"{'typepoint': {'type': 'Point', 'coordinates': [41.421732, 2.086604]}}",POINT (2.086604 41.421732)
Pg del Grèvol - Camí de Can Castellví,41.420098,2.084957,"{'typepoint': {'type': 'Point', 'coordinates': [41.420098, 2.084957]}}",POINT (2.084957 41.420098)
Pg del Grèvol - Pg del Pi Forcat,41.421727,2.086949,"{'typepoint': {'type': 'Point', 'coordinates': [41.421727, 2.086949]}}",POINT (2.086949 41.421727)
CAP Les Hortes,41.371784,2.16679,"{'typepoint': {'type': 'Point', 'coordinates': [41.371784, 2.16679]}}",POINT (2.16679 41.371784)
CAP Vallvidrera,41.413993,2.103914,"{'typepoint': {'type': 'Point', 'coordinates': [41.413993, 2.103914]}}",POINT (2.103914 41.413993)
Centre Cívic Vallvidrera,41.415218,2.10263,"{'typepoint': {'type': 'Point', 'coordinates': [41.415218, 2.10263]}}",POINT (2.10263 41.415218)
CEIP Nabí,41.416789,2.101237,"{'typepoint': {'type': 'Point', 'coordinates': [41.416789, 2.101237]}}",POINT (2.101237 41.416789)
Elisa Moragas i Badia - Llicorella,41.415006,2.102779,"{'typepoint': {'type': 'Point', 'coordinates': [41.415006, 2.102779]}}",POINT (2.102779 41.415006)
Mercat de Vallvidrera,41.414071,2.103697,"{'typepoint': {'type': 'Point', 'coordinates': [41.414071, 2.103697]}}",POINT (2.103697 41.414071)
Camí de Vallvidrera - Camí de Cal Totxo,41.42037,2.119003,"{'typepoint': {'type': 'Point', 'coordinates': [41.42037, 2.119003]}}",POINT (2.119003 41.42037)
Peníscola - Pare Manjón,41.453421,2.19071,"{'typepoint': {'type': 'Point', 'coordinates': [41.453421, 2.19071]}}",POINT (2.19071 41.453421)
Turó de La Trinitat - Ausona,41.452883,2.191415,"{'typepoint': {'type': 'Point', 'coordinates': [41.452883, 2.191415]}}",POINT (2.191415 41.452883)
Turó de La Trinitat - Foradada,41.451127,2.190698,"{'typepoint': {'type': 'Point', 'coordinates': [41.451127, 2.190698]}}",POINT (2.190698 41.451127)
Turó de La Trinitat - Madriguera,41.449911,2.190158,"{'typepoint': {'type': 'Point', 'coordinates': [41.449911, 2.190158]}}",POINT (2.190158 41.449911)
Montagut - Vila-seca,41.434063,2.168249,"{'typepoint': {'type': 'Point', 'coordinates': [41.434063, 2.168249]}}",POINT (2.168249 41.434063)
Espinagua - Darnius,41.435154,2.166252,"{'typepoint': {'type': 'Point', 'coordinates': [41.435154, 2.166252]}}",POINT (2.166252 41.435154)
Ildefons Cerdà - Ciutat de la Justícia,41.363809,2.133837,"{'typepoint': {'type': 'Point', 'coordinates': [41.363809, 2.133837]}}",POINT (2.133837 41.363809)
Mireia - Finestrelles,41.451138,2.189396,"{'typepoint': {'type': 'Point', 'coordinates': [41.451138, 2.189396]}}",POINT (2.189396 41.451138)
Mireia - Ausona,41.452335,2.18955,"{'typepoint': {'type': 'Point', 'coordinates': [41.452335, 2.18955]}}",POINT (2.18955 41.452335)
Pg Joan de Borbó - Moll Oriental,41.369148,2.187946,"{'typepoint': {'type': 'Point', 'coordinates': [41.369148, 2.187946]}}",POINT (2.187946 41.369148)
Ronda St Pere - Pg de Gràcia,41.388357,2.170859,"{'typepoint': {'type': 'Point', 'coordinates': [41.388357, 2.170859]}}",POINT (2.170859 41.388357)
Anna Piferrer - Betània,41.41734,2.140863,"{'typepoint': {'type': 'Point', 'coordinates': [41.41734, 2.140863]}}",POINT (2.140863 41.41734)
La Murtra - Sta Albina,41.42412,2.150737,"{'typepoint': {'type': 'Point', 'coordinates': [41.42412, 2.150737]}}",POINT (2.150737 41.42412)
Castellbisbal - Sta Rosalia,41.421367,2.144276,"{'typepoint': {'type': 'Point', 'coordinates': [41.421367, 2.144276]}}",POINT (2.144276 41.421367)
Metro Torre Baró - Vallbona,41.458878,2.180352,"{'typepoint': {'type': 'Point', 'coordinates': [41.458878, 2.180352]}}",POINT (2.180352 41.458878)
Av Escolapi Càncer,41.45882,2.180342,"{'typepoint': {'type': 'Point', 'coordinates': [41.45882, 2.180342]}}",POINT (2.180342 41.45882)
Casal de Barri Torre Baró,41.457613,2.1788,"{'typepoint': {'type': 'Point', 'coordinates': [41.457613, 2.1788]}}",POINT (2.1788 41.457613)
Av Escolapi Càncer - Masquefa,41.456842,2.177192,"{'typepoint': {'type': 'Point', 'coordinates': [41.456842, 2.177192]}}",POINT (2.177192 41.456842)
Av Escolapi Càncer - St Quirze de Safaja,41.455977,2.177203,"{'typepoint': {'type': 'Point', 'coordinates': [41.455977, 2.177203]}}",POINT (2.177203 41.455977)
Av Escolapi Càncer - Castellfollit,41.454334,2.176005,"{'typepoint': {'type': 'Point', 'coordinates': [41.454334, 2.176005]}}",POINT (2.176005 41.454334)
Torre Baró,41.453609,2.175022,"{'typepoint': {'type': 'Point', 'coordinates': [41.453609, 2.175022]}}",POINT (2.175022 41.453609)
Bellprat - St Feliu de Codines,41.455301,2.175496,"{'typepoint': {'type': 'Point', 'coordinates': [41.455301, 2.175496]}}",POINT (2.175496 41.455301)
St Feliu de Codines - Castellfollit,41.455002,2.174661,"{'typepoint': {'type': 'Point', 'coordinates': [41.455002, 2.174661]}}",POINT (2.174661 41.455002)
St Feliu de Codines - Oris,41.456269,2.174818,"{'typepoint': {'type': 'Point', 'coordinates': [41.456269, 2.174818]}}",POINT (2.174818 41.456269)
St Feliu de Codines - Vilatorta,41.457753,2.17737,"{'typepoint': {'type': 'Point', 'coordinates': [41.457753, 2.17737]}}",POINT (2.17737 41.457753)
St Feliu de Codines,41.458274,2.178986,"{'typepoint': {'type': 'Point', 'coordinates': [41.458274, 2.178986]}}",POINT (2.178986 41.458274)
St Feliu de Codines - Metro Torre Baró/Vallbona,41.460405,2.180693,"{'typepoint': {'type': 'Point', 'coordinates': [41.460405, 2.180693]}}",POINT (2.180693 41.460405)
Av Vallbona - Pl Eucaliptus,41.460505,2.181235,"{'typepoint': {'type': 'Point', 'coordinates': [41.460505, 2.181235]}}",POINT (2.181235 41.460505)
Pl del Primer de Maig - Rec Comtal,41.466083,2.185824,"{'typepoint': {'type': 'Point', 'coordinates': [41.466083, 2.185824]}}",POINT (2.185824 41.466083)
Av Puig de Jorba - Artés,41.467071,2.180623,"{'typepoint': {'type': 'Point', 'coordinates': [41.467071, 2.180623]}}",POINT (2.180623 41.467071)
Av Puig de Jorba - Pg de la Pineda,41.465742,2.180419,"{'typepoint': {'type': 'Point', 'coordinates': [41.465742, 2.180419]}}",POINT (2.180419 41.465742)
Pg de la Pineda - Av Puig de Jorba,41.465424,2.181663,"{'typepoint': {'type': 'Point', 'coordinates': [41.465424, 2.181663]}}",POINT (2.181663 41.465424)
Pg de la Pineda,41.466645,2.182475,"{'typepoint': {'type': 'Point', 'coordinates': [41.466645, 2.182475]}}",POINT (2.182475 41.466645)
Oristà,41.46539,2.184009,"{'typepoint': {'type': 'Point', 'coordinates': [41.46539, 2.184009]}}",POINT (2.184009 41.46539)
Oristà - Pg de la Pineda,41.467519,2.182481,"{'typepoint': {'type': 'Point', 'coordinates': [41.467519, 2.182481]}}",POINT (2.182481 41.467519)
Oristà - Artés,41.467589,2.18093,"{'typepoint': {'type': 'Point', 'coordinates': [41.467589, 2.18093]}}",POINT (2.18093 41.467589)
Artés - Av Puig de Jorba,41.467051,2.180182,"{'typepoint': {'type': 'Point', 'coordinates': [41.467051, 2.180182]}}",POINT (2.180182 41.467051)
Vallcivera - Pl Aqüeducte,41.459698,2.17701,"{'typepoint': {'type': 'Point', 'coordinates': [41.459698, 2.17701]}}",POINT (2.17701 41.459698)
Balenyà - Palau-Solità,41.455925,2.185841,"{'typepoint': {'type': 'Point', 'coordinates': [41.455925, 2.185841]}}",POINT (2.185841 41.455925)
Palau-Solità - Balenyà,41.455992,2.185904,"{'typepoint': {'type': 'Point', 'coordinates': [41.455992, 2.185904]}}",POINT (2.185904 41.455992)
Llerona - Viladecavalls,41.454389,2.181967,"{'typepoint': {'type': 'Point', 'coordinates': [41.454389, 2.181967]}}",POINT (2.181967 41.454389)
Llerona - Balenyà,41.454449,2.181841,"{'typepoint': {'type': 'Point', 'coordinates': [41.454449, 2.181841]}}",POINT (2.181841 41.454449)
Llerona a Trinitat Nova,41.455444,2.180971,"{'typepoint': {'type': 'Point', 'coordinates': [41.455444, 2.180971]}}",POINT (2.180971 41.455444)
Llerona a Vallbona,41.456173,2.18068,"{'typepoint': {'type': 'Point', 'coordinates': [41.456173, 2.18068]}}",POINT (2.18068 41.456173)
Llerona - Vacarisses,41.456389,2.181293,"{'typepoint': {'type': 'Point', 'coordinates': [41.456389, 2.181293]}}",POINT (2.181293 41.456389)
Llerona - Ptge Carreras,41.457071,2.181126,"{'typepoint': {'type': 'Point', 'coordinates': [41.457071, 2.181126]}}",POINT (2.181126 41.457071)
Ripollet - Llerona,41.456305,2.182184,"{'typepoint': {'type': 'Point', 'coordinates': [41.456305, 2.182184]}}",POINT (2.182184 41.456305)
Llerona - Ripollet,41.456299,2.182078,"{'typepoint': {'type': 'Point', 'coordinates': [41.456299, 2.182078]}}",POINT (2.182078 41.456299)
Llerona,41.459242,2.181669,"{'typepoint': {'type': 'Point', 'coordinates': [41.459242, 2.181669]}}",POINT (2.181669 41.459242)
Llerona - Martorelles,41.459165,2.181516,"{'typepoint': {'type': 'Point', 'coordinates': [41.459165, 2.181516]}}",POINT (2.181516 41.459165)
Escolapi Càncer - Metro Torre Baró/Vallbona,41.458839,2.180449,"{'typepoint': {'type': 'Point', 'coordinates': [41.458839, 2.180449]}}",POINT (2.180449 41.458839)
Vallcivera - Pl Roja de Ciutat Meridiana,41.461543,2.179455,"{'typepoint': {'type': 'Point', 'coordinates': [41.461543, 2.179455]}}",POINT (2.179455 41.461543)
Centre d'Activitats Vallbona,41.463194,2.183867,"{'typepoint': {'type': 'Point', 'coordinates': [41.463194, 2.183867]}}",POINT (2.183867 41.463194)
Av l'Alzinar - Tapioles,41.462971,2.183644,"{'typepoint': {'type': 'Point', 'coordinates': [41.462971, 2.183644]}}",POINT (2.183644 41.462971)
Artesania - Alcántara,41.447365,2.172335,"{'typepoint': {'type': 'Point', 'coordinates': [41.447365, 2.172335]}}",POINT (2.172335 41.447365)
Pl Virrei Amat,41.430372,2.174215,"{'typepoint': {'type': 'Point', 'coordinates': [41.430372, 2.174215]}}",POINT (2.174215 41.430372)
Rda Guineueta Vella - Pl Karl Marx,41.441534,2.161811,"{'typepoint': {'type': 'Point', 'coordinates': [41.441534, 2.161811]}}",POINT (2.161811 41.441534)
Rda Guineueta Vella,41.443343,2.16208,"{'typepoint': {'type': 'Point', 'coordinates': [41.443343, 2.16208]}}",POINT (2.16208 41.443343)
Ctra Alta de Roquetes,41.444724,2.163723,"{'typepoint': {'type': 'Point', 'coordinates': [41.444724, 2.163723]}}",POINT (2.163723 41.444724)
Ctra Alta de Roquetes a Pl Karl Marx,41.44936,2.167755,"{'typepoint': {'type': 'Point', 'coordinates': [41.44936, 2.167755]}}",POINT (2.167755 41.44936)
Ctra Alta de Roquetes a Torre Baró,41.449316,2.167831,"{'typepoint': {'type': 'Point', 'coordinates': [41.449316, 2.167831]}}",POINT (2.167831 41.449316)
Ctra Alta de Roquetes - Castell,41.450687,2.174708,"{'typepoint': {'type': 'Point', 'coordinates': [41.450687, 2.174708]}}",POINT (2.174708 41.450687)
Castell de Torre Baró,41.450728,2.174838,"{'typepoint': {'type': 'Point', 'coordinates': [41.450728, 2.174838]}}",POINT (2.174838 41.450728)
Castellví - Lliçà,41.451463,2.17206,"{'typepoint': {'type': 'Point', 'coordinates': [41.451463, 2.17206]}}",POINT (2.17206 41.451463)
Lliçà - Castellví,41.451265,2.172602,"{'typepoint': {'type': 'Point', 'coordinates': [41.451265, 2.172602]}}",POINT (2.172602 41.451265)
Torre Baró - Castellví,41.453784,2.171365,"{'typepoint': {'type': 'Point', 'coordinates': [41.453784, 2.171365]}}",POINT (2.171365 41.453784)
Metro Tarragona,41.378467,2.145255,"{'typepoint': {'type': 'Point', 'coordinates': [41.378467, 2.145255]}}",POINT (2.145255 41.378467)
Pl dels Països Catalans - Estació de Sants,41.379787,2.141088,"{'typepoint': {'type': 'Point', 'coordinates': [41.379787, 2.141088]}}",POINT (2.141088 41.379787)
Artesania - Jaume Pinent,41.448077,2.174015,"{'typepoint': {'type': 'Point', 'coordinates': [41.448077, 2.174015]}}",POINT (2.174015 41.448077)
Sta Amèlia - Eduard Conde,41.392823,2.121692,"{'typepoint': {'type': 'Point', 'coordinates': [41.392823, 2.121692]}}",POINT (2.121692 41.392823)
Sta Amèlia - Or,41.393802,2.123563,"{'typepoint': {'type': 'Point', 'coordinates': [41.393802, 2.123563]}}",POINT (2.123563 41.393802)
Estació de Sants,41.379027,2.138468,"{'typepoint': {'type': 'Point', 'coordinates': [41.379027, 2.138468]}}",POINT (2.138468 41.379027)
Pg  Lluís Companys - Almogàvers,41.391189,2.181295,"{'typepoint': {'type': 'Point', 'coordinates': [41.391189, 2.181295]}}",POINT (2.181295 41.391189)
Vallcivera - Estació RENFE,41.460968,2.180677,"{'typepoint': {'type': 'Point', 'coordinates': [41.460968, 2.180677]}}",POINT (2.180677 41.460968)
Av Rasos de Peguera - Pl Roja,41.461618,2.178592,"{'typepoint': {'type': 'Point', 'coordinates': [41.461618, 2.178592]}}",POINT (2.178592 41.461618)
Pg d'Urrutia - Dr Pi i Molist,41.434765,2.170872,"{'typepoint': {'type': 'Point', 'coordinates': [41.434765, 2.170872]}}",POINT (2.170872 41.434765)
Nil - Dr Pi i Molist,41.43417,2.171707,"{'typepoint': {'type': 'Point', 'coordinates': [41.43417, 2.171707]}}",POINT (2.171707 41.43417)
St Iscle - Travau,41.434251,2.170281,"{'typepoint': {'type': 'Point', 'coordinates': [41.434251, 2.170281]}}",POINT (2.170281 41.434251)
Praga - Rda Guinardó,41.412367,2.164262,"{'typepoint': {'type': 'Point', 'coordinates': [41.412367, 2.164262]}}",POINT (2.164262 41.412367)
CEIP Elisenda de Montcada,41.459048,2.178378,"{'typepoint': {'type': 'Point', 'coordinates': [41.459048, 2.178378]}}",POINT (2.178378 41.459048)
Pl de Joan Peiró,41.378404,2.138972,"{'typepoint': {'type': 'Point', 'coordinates': [41.378404, 2.138972]}}",POINT (2.138972 41.378404)
Pl dels Països Catalans - St Antoni,41.379468,2.141436,"{'typepoint': {'type': 'Point', 'coordinates': [41.379468, 2.141436]}}",POINT (2.141436 41.379468)
Pl dels Països Catalans,41.379971,2.142641,"{'typepoint': {'type': 'Point', 'coordinates': [41.379971, 2.142641]}}",POINT (2.142641 41.379971)
Diagonal - Complex Esportiu Universitari,41.38408,2.111707,"{'typepoint': {'type': 'Point', 'coordinates': [41.38408, 2.111707]}}",POINT (2.111707 41.38408)
Bonaplata,41.39604,2.124158,"{'typepoint': {'type': 'Point', 'coordinates': [41.39604, 2.124158]}}",POINT (2.124158 41.39604)
Bonaplata - Pedró de la Creu,41.397195,2.122048,"{'typepoint': {'type': 'Point', 'coordinates': [41.397195, 2.122048]}}",POINT (2.122048 41.397195)
Ramon Miquel Planas - Major de Sarrià,41.400933,2.120234,"{'typepoint': {'type': 'Point', 'coordinates': [41.400933, 2.120234]}}",POINT (2.120234 41.400933)
Clos de St Francesc- Pg Reina Elisenda de Montcada,41.399326,2.120568,"{'typepoint': {'type': 'Point', 'coordinates': [41.399326, 2.120568]}}",POINT (2.120568 41.399326)
Teide - Fabra i Puig,41.430155,2.169141,"{'typepoint': {'type': 'Point', 'coordinates': [41.430155, 2.169141]}}",POINT (2.169141 41.430155)
Via Favència - Rda de Dalt,41.446932,2.185259,"{'typepoint': {'type': 'Point', 'coordinates': [41.446932, 2.185259]}}",POINT (2.185259 41.446932)
Teodor Roviralta - Manuel Ramon,41.414362,2.130033,"{'typepoint': {'type': 'Point', 'coordinates': [41.414362, 2.130033]}}",POINT (2.130033 41.414362)
Carles Riba - Bellesguard,41.412337,2.125969,"{'typepoint': {'type': 'Point', 'coordinates': [41.412337, 2.125969]}}",POINT (2.125969 41.412337)
Comte d'Urgell - Pl Francesc Macià,41.392093,2.145215,"{'typepoint': {'type': 'Point', 'coordinates': [41.392093, 2.145215]}}",POINT (2.145215 41.392093)
Ronda de Dalt - Pl de la Central,41.414366,2.133411,"{'typepoint': {'type': 'Point', 'coordinates': [41.414366, 2.133411]}}",POINT (2.133411 41.414366)
Pujades - Roc Boronat,41.400355,2.198857,"{'typepoint': {'type': 'Point', 'coordinates': [41.400355, 2.198857]}}",POINT (2.198857 41.400355)
Josep Maria Lledó - Bellesguard,41.41079,2.124829,"{'typepoint': {'type': 'Point', 'coordinates': [41.41079, 2.124829]}}",POINT (2.124829 41.41079)
Renaixença - Vinya,41.418113,2.177165,"{'typepoint': {'type': 'Point', 'coordinates': [41.418113, 2.177165]}}",POINT (2.177165 41.418113)
Villar - Xiprer,41.416985,2.178031,"{'typepoint': {'type': 'Point', 'coordinates': [41.416985, 2.178031]}}",POINT (2.178031 41.416985)
Xiprer - Vinya,41.417978,2.179004,"{'typepoint': {'type': 'Point', 'coordinates': [41.417978, 2.179004]}}",POINT (2.179004 41.417978)
Peníscola - Ausona,41.453371,2.190551,"{'typepoint': {'type': 'Point', 'coordinates': [41.453371, 2.190551]}}",POINT (2.190551 41.453371)
Pg Maragall - Sta Joaquina Vedruna,41.42111,2.179985,"{'typepoint': {'type': 'Point', 'coordinates': [41.42111, 2.179985]}}",POINT (2.179985 41.42111)
Pl del Nou - Estany,41.353419,2.141551,"{'typepoint': {'type': 'Point', 'coordinates': [41.353419, 2.141551]}}",POINT (2.141551 41.353419)
Joan d'Alòs - Miret i Sans,41.393221,2.108969,"{'typepoint': {'type': 'Point', 'coordinates': [41.393221, 2.108969]}}",POINT (2.108969 41.393221)
Abadessa Olzet - Montevideo,41.394881,2.108742,"{'typepoint': {'type': 'Point', 'coordinates': [41.394881, 2.108742]}}",POINT (2.108742 41.394881)
Panamà - Abadessa Olzet,41.395548,2.107364,"{'typepoint': {'type': 'Point', 'coordinates': [41.395548, 2.107364]}}",POINT (2.107364 41.395548)
Av Pearson - Ptge Ametllers,41.393174,2.104366,"{'typepoint': {'type': 'Point', 'coordinates': [41.393174, 2.104366]}}",POINT (2.104366 41.393174)
Hospital Vall d'Hebron,41.427775,2.143402,"{'typepoint': {'type': 'Point', 'coordinates': [41.427775, 2.143402]}}",POINT (2.143402 41.427775)
Palau Reial,41.385832,2.117936,"{'typepoint': {'type': 'Point', 'coordinates': [41.385832, 2.117936]}}",POINT (2.117936 41.385832)
Pl Reina Maria Cristina,41.387834,2.125799,"{'typepoint': {'type': 'Point', 'coordinates': [41.387834, 2.125799]}}",POINT (2.125799 41.387834)
Padilla - Túnel de la Rovira,41.412898,2.167563,"{'typepoint': {'type': 'Point', 'coordinates': [41.412898, 2.167563]}}",POINT (2.167563 41.412898)
Guinardó - Lepant,41.412212,2.167491,"{'typepoint': {'type': 'Point', 'coordinates': [41.412212, 2.167491]}}",POINT (2.167491 41.412212)
Rda Guinardó-Castillejos,41.413519,2.170365,"{'typepoint': {'type': 'Point', 'coordinates': [41.413519, 2.170365]}}",POINT (2.170365 41.413519)
Guinardó - Parc de les Aigües,41.412261,2.1664,"{'typepoint': {'type': 'Point', 'coordinates': [41.412261, 2.1664]}}",POINT (2.1664 41.412261)
Marina - Monumental,41.399367,2.180753,"{'typepoint': {'type': 'Point', 'coordinates': [41.399367, 2.180753]}}",POINT (2.180753 41.399367)
Capità Arenas - Maria Cristina,41.388963,2.126615,"{'typepoint': {'type': 'Point', 'coordinates': [41.388963, 2.126615]}}",POINT (2.126615 41.388963)
ETS d'Arquitectura,41.384838,2.113992,"{'typepoint': {'type': 'Point', 'coordinates': [41.384838, 2.113992]}}",POINT (2.113992 41.384838)
Pl. Pius XII,41.386586,2.120894,"{'typepoint': {'type': 'Point', 'coordinates': [41.386586, 2.120894]}}",POINT (2.120894 41.386586)
Gran Via - Pl Espanya,41.375966,2.150003,"{'typepoint': {'type': 'Point', 'coordinates': [41.375966, 2.150003]}}",POINT (2.150003 41.375966)
Vila i Vilà - Mata,41.373384,2.171366,"{'typepoint': {'type': 'Point', 'coordinates': [41.373384, 2.171366]}}",POINT (2.171366 41.373384)
Pg de St Joan - Ausiàs March,41.392401,2.178678,"{'typepoint': {'type': 'Point', 'coordinates': [41.392401, 2.178678]}}",POINT (2.178678 41.392401)
Les Corts - Prat d'En Rull,41.388516,2.13787,"{'typepoint': {'type': 'Point', 'coordinates': [41.388516, 2.13787]}}",POINT (2.13787 41.388516)
Esteve Terradas - Parc Sanitari Pere Virgili,41.415257,2.139222,"{'typepoint': {'type': 'Point', 'coordinates': [41.415257, 2.139222]}}",POINT (2.139222 41.415257)
Parc Sanitari Pere Virgili,41.415143,2.140043,"{'typepoint': {'type': 'Point', 'coordinates': [41.415143, 2.140043]}}",POINT (2.140043 41.415143)
Esteve Terradas - Pl Alfonso Comín,41.415363,2.138463,"{'typepoint': {'type': 'Point', 'coordinates': [41.415363, 2.138463]}}",POINT (2.138463 41.415363)
Gran Via - Pl  Espanya,41.375495,2.150187,"{'typepoint': {'type': 'Point', 'coordinates': [41.375495, 2.150187]}}",POINT (2.150187 41.375495)
Pedrera del Mussol - Can Clos,41.361089,2.147967,"{'typepoint': {'type': 'Point', 'coordinates': [41.361089, 2.147967]}}",POINT (2.147967 41.361089)
Pg Olímpic - Av de l'Estadi,41.365719,2.157295,"{'typepoint': {'type': 'Point', 'coordinates': [41.365719, 2.157295]}}",POINT (2.157295 41.365719)
Estadi Olímpic,41.365198,2.157467,"{'typepoint': {'type': 'Point', 'coordinates': [41.365198, 2.157467]}}",POINT (2.157467 41.365198)
Vivers,41.366473,2.158018,"{'typepoint': {'type': 'Point', 'coordinates': [41.366473, 2.158018]}}",POINT (2.158018 41.366473)
Cementiri de Montjuïc,41.353169,2.155309,"{'typepoint': {'type': 'Point', 'coordinates': [41.353169, 2.155309]}}",POINT (2.155309 41.353169)
Pallars - Ciutat de Granada,41.40033,2.196783,"{'typepoint': {'type': 'Point', 'coordinates': [41.40033, 2.196783]}}",POINT (2.196783 41.40033)
